_id,user,terrain,date,startTime,endTime,durationHours,totalPrice,sport,terrainName,createdAt,updatedAt,year,month,day,startHour
6956f05aa3cb898769858cde,6956f05aa3cb898769858b89,6956f05aa3cb898769858ba1,2025-12-14,11:00,13:00,2,42,padel,Terrain 10,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,14,11.0
6956f05aa3cb898769858cdf,6956f05aa3cb898769858b83,6956f05aa3cb898769858bb1,2025-10-07,8:00,10:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,7,8.0
6956f05aa3cb898769858ce0,6956f05aa3cb898769858b78,6956f05aa3cb898769858b9f,2025-11-24,14:00,16:00,2,40,padel,Terrain 8,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,24,14.0
6956f05aa3cb898769858ce1,6956f05aa3cb898769858b96,6956f05aa3cb898769858bb8,2025-10-12,10:00,11:00,1,22,basket,Terrain 33,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,12,10.0
6956f05aa3cb898769858ce2,6956f05aa3cb898769858b84,6956f05aa3cb898769858ba8,2025-12-19,17:00,19:00,2,40,foot,Terrain 17,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,19,17.0
6956f05aa3cb898769858ce3,6956f05aa3cb898769858b7c,6956f05aa3cb898769858ba4,2025-12-03,11:00,12:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,3,11.0
6956f05aa3cb898769858ce4,6956f05aa3cb898769858b93,6956f05aa3cb898769858ba3,2025-11-24,19:00,21:00,2,140,padel,Terrain 12,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,24,19.0
6956f05aa3cb898769858ce5,6956f05aa3cb898769858b78,6956f05aa3cb898769858ba1,2025-12-06,13:00,14:00,1,21,padel,Terrain 10,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,6,13.0
6956f05aa3cb898769858ce6,6956f05aa3cb898769858b8e,6956f05aa3cb898769858b99,2025-12-23,20:00,22:00,2,96,padel,Terrain 2,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,23,20.0
6956f05aa3cb898769858ce7,6956f05aa3cb898769858b74,6956f05aa3cb898769858b98,2025-12-15,9:00,10:00,1,73,basket,Terrain 1,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,15,9.0
6956f05aa3cb898769858ce8,6956f05aa3cb898769858b85,6956f05aa3cb898769858bb6,2025-12-15,19:00,20:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,15,19.0
6956f05aa3cb898769858ce9,6956f05aa3cb898769858b82,6956f05aa3cb898769858bbb,2026-01-21,8:00,9:00,1,24,tennis,Terrain 36,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,21,8.0
6956f05aa3cb898769858cea,6956f05aa3cb898769858b6b,6956f05aa3cb898769858bb7,2026-01-06,14:00,16:00,2,42,tennis,Terrain 32,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,6,14.0
6956f05aa3cb898769858ceb,6956f05aa3cb898769858b91,6956f05aa3cb898769858bbc,2025-12-05,16:00,17:00,1,62,basket,Terrain 37,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,5,16.0
6956f05aa3cb898769858cec,6956f05aa3cb898769858b72,6956f05aa3cb898769858ba1,2026-01-30,12:00,13:00,1,21,padel,Terrain 10,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,30,12.0
6956f05aa3cb898769858ced,6956f05aa3cb898769858b7a,6956f05aa3cb898769858ba3,2025-12-14,15:00,16:00,1,70,padel,Terrain 12,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,14,15.0
6956f05aa3cb898769858cee,6956f05aa3cb898769858b71,6956f05aa3cb898769858b99,2025-12-14,16:00,17:00,1,48,padel,Terrain 2,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,14,16.0
6956f05aa3cb898769858cef,6956f05aa3cb898769858b75,6956f05aa3cb898769858b9c,2026-01-16,9:00,10:00,1,71,tennis,Terrain 5,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,16,9.0
6956f05aa3cb898769858cf0,6956f05aa3cb898769858b8e,6956f05aa3cb898769858bb1,2025-10-12,20:00,22:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,12,20.0
6956f05aa3cb898769858cf1,6956f05aa3cb898769858b95,6956f05aa3cb898769858bb3,2025-10-06,11:00,13:00,2,88,basket,Terrain 28,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,6,11.0
6956f05aa3cb898769858cf2,6956f05aa3cb898769858b85,6956f05aa3cb898769858bb5,2026-01-08,12:00,14:00,2,150,basket,Terrain 30,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,8,12.0
6956f05aa3cb898769858cf3,6956f05aa3cb898769858b78,6956f05aa3cb898769858ba6,2025-10-05,17:00,18:00,1,22,foot,Terrain 15,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,5,17.0
6956f05aa3cb898769858cf4,6956f05aa3cb898769858b69,6956f05aa3cb898769858b98,2025-11-17,18:00,20:00,2,146,basket,Terrain 1,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,17,18.0
6956f05aa3cb898769858cf5,6956f05aa3cb898769858b7a,6956f05aa3cb898769858bb2,2025-11-11,10:00,12:00,2,70,basket,Terrain 27,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,11,10.0
6956f05aa3cb898769858cf6,6956f05aa3cb898769858b8b,6956f05aa3cb898769858bb6,2025-12-03,20:00,21:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,3,20.0
6956f05aa3cb898769858cf7,6956f05aa3cb898769858b75,6956f05aa3cb898769858bb0,2025-12-12,8:00,10:00,2,140,padel,Terrain 25,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,12,8.0
6956f05aa3cb898769858cf8,6956f05aa3cb898769858b7f,6956f05aa3cb898769858bb2,2026-01-21,16:00,17:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,21,16.0
6956f05aa3cb898769858cf9,6956f05aa3cb898769858b74,6956f05aa3cb898769858b9a,2025-12-13,20:00,21:00,1,36,basket,Terrain 3,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,13,20.0
6956f05aa3cb898769858cfa,6956f05aa3cb898769858b8f,6956f05aa3cb898769858bbd,2026-01-14,8:00,9:00,1,60,padel,Terrain 38,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,14,8.0
6956f05aa3cb898769858cfb,6956f05aa3cb898769858b8a,6956f05aa3cb898769858bbb,2025-11-20,8:00,10:00,2,48,tennis,Terrain 36,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,20,8.0
6956f05aa3cb898769858cfc,6956f05aa3cb898769858b69,6956f05aa3cb898769858bae,2025-10-24,20:00,22:00,2,152,foot,Terrain 23,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,24,20.0
6956f05aa3cb898769858cfd,6956f05aa3cb898769858b78,6956f05aa3cb898769858bb4,2025-11-21,19:00,21:00,2,152,foot,Terrain 29,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,21,19.0
6956f05aa3cb898769858cfe,6956f05aa3cb898769858b82,6956f05aa3cb898769858baa,2025-10-30,18:00,19:00,1,64,tennis,Terrain 19,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,30,18.0
6956f05aa3cb898769858cff,6956f05aa3cb898769858b7d,6956f05aa3cb898769858bb7,2025-12-12,12:00,13:00,1,21,tennis,Terrain 32,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,12,12.0
6956f05aa3cb898769858d00,6956f05aa3cb898769858b88,6956f05aa3cb898769858bbe,2025-11-29,19:00,21:00,2,40,basket,Terrain 39,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,29,19.0
6956f05aa3cb898769858d01,6956f05aa3cb898769858b87,6956f05aa3cb898769858baf,2026-01-18,19:00,21:00,2,130,tennis,Terrain 24,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,18,19.0
6956f05aa3cb898769858d02,6956f05aa3cb898769858b93,6956f05aa3cb898769858ba9,2025-10-14,10:00,12:00,2,142,tennis,Terrain 18,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,14,10.0
6956f05aa3cb898769858d03,6956f05aa3cb898769858b72,6956f05aa3cb898769858b98,2025-10-09,19:00,20:00,1,73,basket,Terrain 1,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,9,19.0
6956f05aa3cb898769858d04,6956f05aa3cb898769858b85,6956f05aa3cb898769858bb5,2026-01-19,20:00,21:00,1,75,basket,Terrain 30,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,19,20.0
6956f05aa3cb898769858d05,6956f05aa3cb898769858b87,6956f05aa3cb898769858bab,2025-12-15,10:00,11:00,1,53,padel,Terrain 20,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,15,10.0
6956f05aa3cb898769858d06,6956f05aa3cb898769858b7e,6956f05aa3cb898769858ba8,2025-10-24,14:00,15:00,1,20,foot,Terrain 17,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,24,14.0
6956f05aa3cb898769858d07,6956f05aa3cb898769858b84,6956f05aa3cb898769858bab,2026-01-09,18:00,20:00,2,106,padel,Terrain 20,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2026,1,9,18.0
6956f05aa3cb898769858d08,6956f05aa3cb898769858b7a,6956f05aa3cb898769858ba7,2025-12-01,10:00,12:00,2,118,foot,Terrain 16,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,12,1,10.0
6956f05aa3cb898769858d09,6956f05aa3cb898769858b76,6956f05aa3cb898769858bb7,2025-11-05,8:00,9:00,1,21,tennis,Terrain 32,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,11,5,8.0
6956f05aa3cb898769858d0a,6956f05aa3cb898769858b66,6956f05aa3cb898769858b99,2025-10-26,14:00,15:00,1,48,padel,Terrain 2,2026-01-01 23:08:26.204,2026-01-01 23:08:26.204,2025,10,26,14.0
6956f05aa3cb898769858d0b,6956f05aa3cb898769858b6b,6956f05aa3cb898769858bb2,2025-11-07,12:00,14:00,2,70,basket,Terrain 27,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,7,12.0
6956f05aa3cb898769858d0c,6956f05aa3cb898769858b7a,6956f05aa3cb898769858bb7,2025-10-27,9:00,10:00,1,21,tennis,Terrain 32,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,27,9.0
6956f05aa3cb898769858d0d,6956f05aa3cb898769858b92,6956f05aa3cb898769858bae,2026-01-22,15:00,17:00,2,152,foot,Terrain 23,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,22,15.0
6956f05aa3cb898769858d0e,6956f05aa3cb898769858b8f,6956f05aa3cb898769858ba4,2025-10-11,16:00,18:00,2,106,padel,Terrain 13,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,11,16.0
6956f05aa3cb898769858d0f,6956f05aa3cb898769858b8c,6956f05aa3cb898769858ba7,2025-11-12,8:00,9:00,1,59,foot,Terrain 16,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,12,8.0
6956f05aa3cb898769858d10,6956f05aa3cb898769858b7a,6956f05aa3cb898769858b98,2026-01-19,20:00,22:00,2,146,basket,Terrain 1,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,19,20.0
6956f05aa3cb898769858d11,6956f05aa3cb898769858b66,6956f05aa3cb898769858bbf,2025-10-17,17:00,19:00,2,134,padel,Terrain 40,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,17,17.0
6956f05aa3cb898769858d12,6956f05aa3cb898769858b87,6956f05aa3cb898769858bac,2026-01-02,16:00,17:00,1,30,basket,Terrain 21,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,2,16.0
6956f05aa3cb898769858d13,6956f05aa3cb898769858b6b,6956f05aa3cb898769858bac,2025-10-16,15:00,17:00,2,60,basket,Terrain 21,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,16,15.0
6956f05aa3cb898769858d14,6956f05aa3cb898769858b71,6956f05aa3cb898769858baf,2026-01-21,16:00,18:00,2,130,tennis,Terrain 24,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,21,16.0
6956f05aa3cb898769858d15,6956f05aa3cb898769858b78,6956f05aa3cb898769858b99,2025-11-18,20:00,22:00,2,96,padel,Terrain 2,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,18,20.0
6956f05aa3cb898769858d16,6956f05aa3cb898769858b81,6956f05aa3cb898769858ba3,2025-12-13,12:00,13:00,1,70,padel,Terrain 12,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,13,12.0
6956f05aa3cb898769858d17,6956f05aa3cb898769858b8f,6956f05aa3cb898769858bb2,2025-10-28,17:00,18:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,28,17.0
6956f05aa3cb898769858d18,6956f05aa3cb898769858b85,6956f05aa3cb898769858ba6,2025-10-18,8:00,9:00,1,22,foot,Terrain 15,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,18,8.0
6956f05aa3cb898769858d19,6956f05aa3cb898769858b76,6956f05aa3cb898769858bb2,2025-10-20,9:00,10:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,20,9.0
6956f05aa3cb898769858d1a,6956f05aa3cb898769858b97,6956f05aa3cb898769858ba6,2026-01-08,14:00,16:00,2,44,foot,Terrain 15,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,8,14.0
6956f05aa3cb898769858d1b,6956f05aa3cb898769858b74,6956f05aa3cb898769858bba,2025-11-30,10:00,11:00,1,28,tennis,Terrain 35,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,30,10.0
6956f05aa3cb898769858d1c,6956f05aa3cb898769858b8f,6956f05aa3cb898769858bb3,2026-01-12,13:00,14:00,1,44,basket,Terrain 28,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,12,13.0
6956f05aa3cb898769858d1d,6956f05aa3cb898769858b8a,6956f05aa3cb898769858ba4,2025-12-25,17:00,19:00,2,106,padel,Terrain 13,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,25,17.0
6956f05aa3cb898769858d1e,6956f05aa3cb898769858b78,6956f05aa3cb898769858ba7,2025-10-22,8:00,10:00,2,118,foot,Terrain 16,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,22,8.0
6956f05aa3cb898769858d1f,6956f05aa3cb898769858b86,6956f05aa3cb898769858ba5,2026-01-10,9:00,10:00,1,52,foot,Terrain 14,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,10,9.0
6956f05aa3cb898769858d20,6956f05aa3cb898769858b80,6956f05aa3cb898769858b9d,2025-11-23,10:00,11:00,1,56,foot,Terrain 6,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,23,10.0
6956f05aa3cb898769858d21,6956f05aa3cb898769858b6b,6956f05aa3cb898769858ba3,2025-12-31,20:00,21:00,1,70,padel,Terrain 12,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,31,20.0
6956f05aa3cb898769858d22,6956f05aa3cb898769858b92,6956f05aa3cb898769858bb1,2025-11-29,14:00,16:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,29,14.0
6956f05aa3cb898769858d23,6956f05aa3cb898769858b8c,6956f05aa3cb898769858ba3,2025-10-23,14:00,15:00,1,70,padel,Terrain 12,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,23,14.0
6956f05aa3cb898769858d24,6956f05aa3cb898769858b8e,6956f05aa3cb898769858ba8,2025-11-08,14:00,16:00,2,40,foot,Terrain 17,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,8,14.0
6956f05aa3cb898769858d25,6956f05aa3cb898769858b94,6956f05aa3cb898769858bad,2025-10-30,19:00,21:00,2,88,padel,Terrain 22,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,30,19.0
6956f05aa3cb898769858d26,6956f05aa3cb898769858b6b,6956f05aa3cb898769858bbd,2026-01-04,17:00,18:00,1,60,padel,Terrain 38,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,4,17.0
6956f05aa3cb898769858d27,6956f05aa3cb898769858b72,6956f05aa3cb898769858b9d,2025-11-23,15:00,16:00,1,56,foot,Terrain 6,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,23,15.0
6956f05aa3cb898769858d28,6956f05aa3cb898769858b68,6956f05aa3cb898769858bbe,2025-11-02,9:00,10:00,1,20,basket,Terrain 39,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,2,9.0
6956f05aa3cb898769858d29,6956f05aa3cb898769858b6b,6956f05aa3cb898769858bb1,2025-12-21,17:00,18:00,1,33,basket,Terrain 26,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,21,17.0
6956f05aa3cb898769858d2a,6956f05aa3cb898769858b8d,6956f05aa3cb898769858bb8,2025-11-21,15:00,16:00,1,22,basket,Terrain 33,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,21,15.0
6956f05aa3cb898769858d2b,6956f05aa3cb898769858b96,6956f05aa3cb898769858bb3,2025-11-25,20:00,21:00,1,44,basket,Terrain 28,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,25,20.0
6956f05aa3cb898769858d2c,6956f05aa3cb898769858b68,6956f05aa3cb898769858ba9,2025-11-21,10:00,11:00,1,71,tennis,Terrain 18,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,21,10.0
6956f05aa3cb898769858d2d,6956f05aa3cb898769858b7e,6956f05aa3cb898769858baa,2025-12-11,17:00,18:00,1,64,tennis,Terrain 19,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,11,17.0
6956f05aa3cb898769858d2e,6956f05aa3cb898769858b7b,6956f05aa3cb898769858bad,2025-10-14,17:00,18:00,1,44,padel,Terrain 22,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,14,17.0
6956f05aa3cb898769858d2f,6956f05aa3cb898769858b8f,6956f05aa3cb898769858ba1,2025-12-23,14:00,16:00,2,42,padel,Terrain 10,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,23,14.0
6956f05aa3cb898769858d30,6956f05aa3cb898769858b7c,6956f05aa3cb898769858bbe,2025-12-17,9:00,10:00,1,20,basket,Terrain 39,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,17,9.0
6956f05aa3cb898769858d31,6956f05aa3cb898769858b7e,6956f05aa3cb898769858b98,2025-11-07,18:00,20:00,2,146,basket,Terrain 1,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,7,18.0
6956f05aa3cb898769858d32,6956f05aa3cb898769858b77,6956f05aa3cb898769858bbf,2026-01-24,12:00,13:00,1,67,padel,Terrain 40,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2026,1,24,12.0
6956f05aa3cb898769858d33,6956f05aa3cb898769858b82,6956f05aa3cb898769858ba7,2025-12-03,16:00,17:00,1,59,foot,Terrain 16,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,3,16.0
6956f05aa3cb898769858d34,6956f05aa3cb898769858b7f,6956f05aa3cb898769858bb8,2025-10-10,16:00,18:00,2,44,basket,Terrain 33,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,10,16.0
6956f05aa3cb898769858d35,6956f05aa3cb898769858b76,6956f05aa3cb898769858ba4,2025-10-14,10:00,11:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,10,14,10.0
6956f05aa3cb898769858d36,6956f05aa3cb898769858b8d,6956f05aa3cb898769858bb4,2025-12-02,12:00,13:00,1,76,foot,Terrain 29,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,2,12.0
6956f05aa3cb898769858d37,6956f05aa3cb898769858b7d,6956f05aa3cb898769858bb0,2025-11-28,18:00,20:00,2,140,padel,Terrain 25,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,11,28,18.0
6956f05aa3cb898769858d38,6956f05aa3cb898769858b92,6956f05aa3cb898769858bbf,2025-12-17,17:00,19:00,2,134,padel,Terrain 40,2026-01-01 23:08:26.205,2026-01-01 23:08:26.205,2025,12,17,17.0
6956f05aa3cb898769858d39,6956f05aa3cb898769858b6b,6956f05aa3cb898769858baf,2025-12-20,11:00,13:00,2,130,tennis,Terrain 24,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,20,11.0
6956f05aa3cb898769858d3a,6956f05aa3cb898769858b74,6956f05aa3cb898769858bb6,2025-11-06,11:00,12:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,6,11.0
6956f05aa3cb898769858d3b,6956f05aa3cb898769858b84,6956f05aa3cb898769858bb1,2026-01-04,17:00,19:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2026,1,4,17.0
6956f05aa3cb898769858d3c,6956f05aa3cb898769858b92,6956f05aa3cb898769858bbe,2025-12-09,9:00,11:00,2,40,basket,Terrain 39,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,9,9.0
6956f05aa3cb898769858d3d,6956f05aa3cb898769858b8a,6956f05aa3cb898769858bb0,2025-11-21,8:00,9:00,1,70,padel,Terrain 25,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,21,8.0
6956f05aa3cb898769858d3e,6956f05aa3cb898769858b6e,6956f05aa3cb898769858bb4,2025-12-18,19:00,21:00,2,152,foot,Terrain 29,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,18,19.0
6956f05aa3cb898769858d3f,6956f05aa3cb898769858b94,6956f05aa3cb898769858ba9,2025-10-07,9:00,10:00,1,71,tennis,Terrain 18,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,7,9.0
6956f05aa3cb898769858d40,6956f05aa3cb898769858b8f,6956f05aa3cb898769858bb8,2025-11-22,8:00,9:00,1,22,basket,Terrain 33,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,22,8.0
6956f05aa3cb898769858d41,6956f05aa3cb898769858b6b,6956f05aa3cb898769858ba3,2025-10-13,18:00,20:00,2,140,padel,Terrain 12,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,13,18.0
6956f05aa3cb898769858d42,6956f05aa3cb898769858b93,6956f05aa3cb898769858b9f,2025-11-05,15:00,16:00,1,20,padel,Terrain 8,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,5,15.0
6956f05aa3cb898769858d43,6956f05aa3cb898769858b70,6956f05aa3cb898769858ba8,2025-10-06,18:00,20:00,2,40,foot,Terrain 17,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,6,18.0
6956f05aa3cb898769858d44,6956f05aa3cb898769858b7f,6956f05aa3cb898769858bb4,2025-11-09,8:00,9:00,1,76,foot,Terrain 29,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,9,8.0
6956f05aa3cb898769858d45,6956f05aa3cb898769858b73,6956f05aa3cb898769858b9a,2026-01-26,20:00,21:00,1,36,basket,Terrain 3,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2026,1,26,20.0
6956f05aa3cb898769858d46,6956f05aa3cb898769858b69,6956f05aa3cb898769858bb1,2025-11-03,19:00,21:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,3,19.0
6956f05aa3cb898769858d47,6956f05aa3cb898769858b69,6956f05aa3cb898769858bb5,2025-10-18,20:00,22:00,2,150,basket,Terrain 30,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,18,20.0
6956f05aa3cb898769858d48,6956f05aa3cb898769858b66,6956f05aa3cb898769858b9b,2025-11-28,10:00,12:00,2,134,tennis,Terrain 4,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,28,10.0
6956f05aa3cb898769858d49,6956f05aa3cb898769858b85,6956f05aa3cb898769858ba1,2026-01-04,9:00,11:00,2,42,padel,Terrain 10,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2026,1,4,9.0
6956f05aa3cb898769858d4a,6956f05aa3cb898769858b93,6956f05aa3cb898769858baa,2025-11-22,18:00,19:00,1,64,tennis,Terrain 19,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,22,18.0
6956f05aa3cb898769858d4b,6956f05aa3cb898769858b89,6956f05aa3cb898769858bba,2025-11-14,8:00,9:00,1,28,tennis,Terrain 35,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,14,8.0
6956f05aa3cb898769858d4c,6956f05aa3cb898769858b79,6956f05aa3cb898769858b9e,2025-12-20,15:00,16:00,1,36,tennis,Terrain 7,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,20,15.0
6956f05aa3cb898769858d4d,6956f05aa3cb898769858b71,6956f05aa3cb898769858b9e,2025-12-26,12:00,13:00,1,36,tennis,Terrain 7,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,26,12.0
6956f05aa3cb898769858d4e,6956f05aa3cb898769858b93,6956f05aa3cb898769858baf,2025-10-04,13:00,14:00,1,65,tennis,Terrain 24,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,4,13.0
6956f05aa3cb898769858d4f,6956f05aa3cb898769858b92,6956f05aa3cb898769858b9c,2026-01-21,11:00,13:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2026,1,21,11.0
6956f05aa3cb898769858d50,6956f05aa3cb898769858b6d,6956f05aa3cb898769858bb6,2025-11-07,14:00,16:00,2,140,foot,Terrain 31,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,7,14.0
6956f05aa3cb898769858d51,6956f05aa3cb898769858b72,6956f05aa3cb898769858b9b,2025-12-10,14:00,15:00,1,67,tennis,Terrain 4,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,12,10,14.0
6956f05aa3cb898769858d52,6956f05aa3cb898769858b6a,6956f05aa3cb898769858bb6,2025-11-21,18:00,19:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,11,21,18.0
6956f05aa3cb898769858d53,6956f05aa3cb898769858b83,6956f05aa3cb898769858b9d,2025-10-17,14:00,15:00,1,56,foot,Terrain 6,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2025,10,17,14.0
6956f05aa3cb898769858d54,6956f05aa3cb898769858b91,6956f05aa3cb898769858bb2,2026-01-17,9:00,10:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.206,2026-01-01 23:08:26.206,2026,1,17,9.0
